Station	Unnamed: 0	Sample No	Volatile Suspended Solids (mg/L)	Unionised Ammonia (mg/L)	Turbidity (NTU)	Total Phosphorus (mg/L)	Total Nitrogen (mg/L)	Total Kjeldahl Nitrogen (mg/L)	Total Inorganic Nitrogen (mg/L)	Temperature (°C)	Suspended Solids (mg/L)	Silica (mg/L)	Secchi Disc Depth (M)	Salinity (psu)	Phaeo-pigments (μg/L)	pH	Orthophosphate Phosphorus (mg/L)	Nitrite Nitrogen (mg/L)	Nitrate Nitrogen (mg/L)	Faecal Coliforms (cfu/100mL)	E. coli (cfu/100mL)	Dissolved Oxygen (mg/L)	Dissolved Oxygen (%saturation)	Chlorophyll-a (μg/L)	Ammonia Nitrogen (mg/L)	5-day Biochemical Oxygen Demand (mg/L)	Year	Month	x	y	DIN(mg/L)	DIN(uM)	Nitrite Nitrogen (uM)	Nitrate Nitrogen (uM)	Ammonia Nitrogen (uM)
MM3	8416.0	1.0	1.2393162393162394	0.0014558404558404558	3.026780626780627	0.03036036036036036	0.3600900900900901	0.32498498498498496	0.06735042735042736	23.625925925925927	4.949287749287749	0.6688034188034188	3.2760683760683764	32.220512820512816	0.8985754985754986	7.978062678062678	0.007452991452991453	0.009225071225071225	0.025074074074074075	7.797720797720798	2.1709401709401708	6.183475783475783	86.86894586894587	2.464957264957265	0.03259259259259259	0.8173789173789173	2016.4017094017095	6.632478632478633	114.31025	22.5619	0.06689173789173788	4.777981277981278	0.658933658933659	1.7910052910052912	2.328042328042328
MM4	9370.0	1.0	1.1933333333333334	0.0013072463768115943	3.2344927536231887	0.031529051987767585	0.3550152905198777	0.32073394495412844	0.0618840579710145	23.452173913043477	4.544057971014493	0.6547826086956522	3.6539130434782607	32.38666666666666	0.81768115942029	7.970144927536231	0.007315942028985507	0.008846376811594203	0.02466376811594203	6.663768115942029	1.944927536231884	6.158840579710145	86.40579710144928	2.3605797101449273	0.027956521739130432	0.7573913043478261	2016.3391304347826	6.547826086956522	114.35805	22.5636166666666	0.06146666666666667	4.390476190476191	0.6318840579710144	1.7616977225672878	1.996894409937888
MM5	10324.0	1.0	1.1423188405797102	0.0013536231884057972	3.6208695652173915	0.029571865443425077	0.3394495412844037	0.3048929663608563	0.06318840579710146	23.369275362318838	4.321159420289855	0.6527536231884058	3.851304347826087	32.43826086956522	0.7979710144927536	7.958840579710145	0.007356521739130434	0.008652173913043478	0.024939130434782606	5.521739130434782	1.7304347826086957	6.167536231884059	86.37391304347825	2.3640579710144927	0.029084057971014494	0.717391304347826	2016.3391304347826	6.547826086956522	114.393883333333	22.52055	0.06267536231884058	4.476811594202898	0.6180124223602484	1.7813664596273289	2.077432712215321
MM6	11278.0	1.0	1.1255072463768117	0.0013333333333333333	2.453913043478261	0.028256880733944955	0.3398470948012232	0.3143119266055046	0.05672463768115942	23.648985507246376	3.8026086956521743	0.655768115942029	3.649565217391304	32.10753623188406	0.8162318840579711	7.928115942028985	0.0064260869565217395	0.006808695652173914	0.018431884057971016	6.339130434782609	1.8608695652173912	6.299710144927537	88.5304347826087	2.4527536231884057	0.03115072463768116	0.8266666666666667	2016.3391304347826	6.547826086956522	114.34995	22.4555666666666	0.05639130434782609	4.027950310559007	0.48633540372670814	1.3165631469979295	2.2250517598343684
MM7	12232.0	1.0	1.2509971509971511	0.00160968660968661	3.1153846153846154	0.030420420420420424	0.35984984984984986	0.32915915915915916	0.06769230769230769	23.916809116809116	4.247293447293448	0.6878917378917379	3.3846153846153846	32.01623931623932	1.0957264957264958	7.978062678062678	0.007239316239316239	0.00866951566951567	0.021162393162393163	13.313390313390313	2.7834757834757835	6.170940170940171	86.95726495726495	3.098860398860399	0.03741595441595441	0.8925925925925926	2016.4017094017095	6.632478632478633	114.297066666666	22.5234833333333	0.06724786324786325	4.803418803418803	0.6192511192511193	1.5115995115995116	2.6725681725681723
MM8	13226.5	1.0	1.17046783625731	0.0011140350877192982	4.110233918128655	0.03138888888888889	0.348858024691358	0.27645061728395065	0.09134502923976608	23.150877192982456	5.119298245614035	0.6649122807017545	3.648245614035088	32.65350877192982	0.689766081871345	7.952631578947369	0.008815789473684211	0.012590643274853801	0.05882748538011696	1.9444444444444444	1.2953216374269005	6.207309941520468	86.97368421052632	1.8497076023391814	0.019599415204678363	0.4733918128654971	2016.3070175438597	6.543859649122807	114.322416666666	22.20035	0.09101754385964912	6.501253132832081	0.8993316624895573	4.201963241436926	1.3999582289055972
NM1	841.0	1.0	1.5034782608695654	0.002808695652173913	5.72231884057971	0.04914373088685015	0.7175535168195719	0.3842813455657492	0.43579710144927536	23.83710144927536	8.023768115942028	1.6066956521739129	2.553913043478261	29.505507246376812	1.221159420289855	7.82	0.020820289855072463	0.05543188405797101	0.2795304347826087	627.5884057971015	337.8840579710145	5.613623188405797	77.86086956521739	2.681739130434783	0.10035652173913043	0.6776811594202898	2016.3391304347826	6.556521739130435	114.021433333333	22.34795	0.43531884057971015	31.094202898550723	3.959420289855072	19.966459627329193	7.168322981366459
NM2	1808.0	1.0	1.4107246376811593	0.0029333333333333334	11.263478260869565	0.054220183486238534	0.8047094801223241	0.34807339449541286	0.5576811594202898	24.234492753623186	7.049855072463767	2.0391014492753623	2.402608695652174	27.629855072463766	1.1797101449275362	7.839130434782609	0.02231304347826087	0.06843478260869565	0.38939420289855076	380.2028985507246	168.83478260869566	5.856521739130435	81.2231884057971	3.185797101449275	0.09918550724637681	0.7295652173913043	2016.3391304347826	6.556521739130435	113.98025	22.3521666666666	0.5570144927536231	39.78674948240165	4.888198757763975	27.81387163561077	7.084679089026915
NM3	2874.5	1.0	1.5752777777777778	0.003025	7.568888888888889	0.05488304093567251	0.838859649122807	0.3751754385964912	0.5708055555555556	24.116944444444446	8.728611111111112	2.066333333333333	2.27	27.721944444444443	1.1291666666666667	7.833888888888889	0.022855555555555556	0.07065555555555555	0.3970722222222222	764.9222222222222	303.31111111111113	5.7972222222222225	80.13055555555556	2.891944444444444	0.10253611111111112	0.7127777777777778	2016.5	6.5	113.946383333333	22.3463833333333	0.5702638888888889	40.733134920634924	5.046825396825397	28.362301587301584	7.324007936507938
NM5	3893.0	1.0	1.7510144927536233	0.0030666666666666668	8.164927536231884	0.060275229357798166	0.9412538226299695	0.36678899082568805	0.6903768115942029	24.28782608695652	10.028985507246377	2.4777101449275363	2.213913043478261	26.53768115942029	1.2130434782608697	7.804057971014493	0.02596231884057971	0.08705797101449275	0.49047246376811593	2543.365217391304	1059.7159420289854	5.754782608695653	79.02898550724638	2.7246376811594204	0.1123536231884058	0.6950724637681159	2016.3391304347826	6.556521739130435	113.899533333333	22.3841833333333	0.6898840579710145	49.27743271221532	6.2184265010351965	35.03374741200828	8.025258799171842
